course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,
MTS104,The equation of a plane through (0,0, 1) normal to (1,0, 0) is:,x = 0,y = 0,z = 0,x + y + z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is zero if:,a and b are parallel,a and b are perpendicular,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (0,1, 0) are:,(0,1, 0),(1,0, 0),(0,0, 1),(0, 1/2, 0),A,,,
MTS104,The parametric equation of a line through (1, 1) with direction (1, 1) is:,x = t + 1, y = t + 1,x = t, y = t,x = t + 1, y = t,x = t, y = t + 1,A,,,,,,,
MTS104,The angle between (3, 0) and (-3, 0) is:,180°,90°,45°,0°,A,,,,,,,,,,,
MTS104,The magnitude of (0,3, 0) is:,3,4,5,6,A,,,,,,,,,,,
MTS104,The vector normal to the plane x + z = 0 is:,(1,0, 1),(0,1, 0),(1,0, 0),(0,0, 1),A,,,,,
MTS104,The work done by force (1, 0) over displacement (0, 1) is:,0,1,2,3,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (1, 0), (0, 1), (0, 0) is:,(1/3, 1/3),(0, 0),(1, 1),(0, 1),A,,,,
MTS104,The equation of a line perpendicular to y = -3x through (0, 0) is:,y = x/3,y = -x/3,y = 3x,y = -3x,A,,,,,,,,,,,,
MTS104,The cross product of (1,0, 0) and (1,1, 0) is:,(0,0, 1),(0,0, -1),(0,1, 0),(1,0, 0),A,
MTS104,The distance from (0,0, 0) to plane x = 1 is:,1,0,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (3, 3) onto (1, 1) is:,3,v2,2,0,A,,,,,,,,,,,
MTS104,The vector (5,6, 7) minus (2,3, 4) is:,(3,3, 3),(5,6, 7),(2,3, 4),(7,9, 11),A,
MTS104,The angle between (1,0, 0) and (0,1, 1) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (2,2, 0) is:,2v2,4,2,v2,A,,,,,,,,,,,
MTS104,The equation of a circle with center (0, 0) and radius 4 is:,x² + y² = 16,x² + y² = 4,x + y = 4,x² - y² = 16,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = -x + 1 is:,-1,1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The dot product of (0,0, 1) and (1,0, 0) is:,0,1,2,3,A,,,,,,,,,
MTS104,The parametric equation of a line through (0, 1) and (1, 0) is:,x = t, y = -t + 1,x = t, y = t,x = t + 1, y = t,x = t, y = t + 1,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (4, 0) and (0, 3) is:,12,6,3,9,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (1, 1) is:,(1/v2, 1/v2),(1, 1),(-1/v2, -1/v2),(v2, v2),A,,,,,,,,
MTS104,The distance from (0, 0) to line x - y = 1 is:,v2/2,1,v2,0,A,,,,,,,,,,,,
MTS104,The cross product of (1,0, 1) and (1,0, 0) is:,(0,1, -1),(-1,0, 1),(0,-1, 1),(1,0, -1),A,
MTS104,The line y = 3x + 1 is perpendicular to a line with slope:,-0.333333333,3,-3,3-Jan,A,,,,,,,,,,,,,
MTS104,The angle between vectors (1, 1) and (1, -1) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (1,0, 0) is:,1,v2,v3,2,A,,,,,,,,,,,
MTS104,The equation of a line through (0, 0) and (1, 2) is:,y = 2x,y = x,y = x/2,y = -x,A,,,,,,,,,,,
MTS104,The vector projection of (2, 2) onto (0, 1) is:,(0, 2),(2, 0),(0, 1),(1, 0),A,,,,,,,
MTS104,The cross product of (0,1, 0) and (1,0, 0) is:,(0,0, -1),(0,0, 1),(1,0, 0),(0,1, 0),A,
MTS104,The area of a triangle with vertices (0, 0), (2, 2), (4, 0) is:,4,8,2,6,A,,,,,,,,
MTS104,The slope of a line parallel to y = 2x is:,2,-2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The vector (2,0, 0) scaled by 3 is:,(6,0, 0),(2,0, 0),(3,0, 0),(0,0, 0),A,,,
MTS104,The distance between (0,1, 0) and (1,0, 0) is:,v2,1,v3,2,A,,,,,,,,,
MTS104,The dot product of (1,1, 0) and (0,1, 1) is:,1,2,3,0,A,,,,,,,,,
MTS104,The equation of a plane through (0,0, 0) normal to (0,1, 0) is:,y = 0,x = 0,z = 0,x + y + z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is maximum when:,a and b are perpendicular,a and b are parallel,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (0,0, 1) are:,(0,0, 1),(1,0, 0),(0,1, 0),(0,0, 1/2),A,,,
MTS104,The parametric equation of a line through (2, 0) with direction (0, 1) is:,x = 2, y = t,x = t, y = 2,x = t + 2, y = t,x = t, y = t + 2,A,,,,,,,
MTS104,The angle between (1, 0) and (0, 1) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (0,0, 5) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The vector normal to the plane x + y + z = 0 is:,(1,1, 1),(1,0, 0),(0,1, 0),(0,0, 1),A,,,,,
MTS104,The work done by force (0, 1) over displacement (1, 0) is:,0,1,2,3,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (0, 0), (1, 1), (2, 0) is:,(1, 1/3),(0, 0),(1, 1),(2, 0),A,,,,
MTS104,The equation of a line perpendicular to y = 2x + 2 through (0, 0) is:,y = -x/2,y = 2x,y = x/2,y = -2x,A,,,,,,,,,,,,
MTS104,The cross product of (1,1, 0) and (1,0, 0) is:,(0,0, 1),(0,0, -1),(0,1, 0),(1,0, 0),A,
MTS104,The distance from (1,1, 0) to plane z = 0 is:,0,1,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (2, 0) onto (1, 0) is:,2,0,1,3,A,,,,,,,,,,,
MTS104,The vector (1,1, 1) minus (0,0, 0) is:,(1,1, 1),(0,0, 0),(2,2, 2),(3,3, 3),A,
MTS104,The angle between (0,1, 1) and (1,0, 0) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (2,0, 0) is:,2,v2,v3,3,A,,,,,,,,,,,
MTS104,The equation of a circle with center (1, 1) and radius 3 is:,(x-1)² + (y-1)² = 9,x² + y² = 9,(x+1)² + (y+1)² = 9,x² + y² = 3,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = x + 3 is:,1,-1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The dot product of (0,1, 0) and (1,0, 0) is:,0,1,2,3,A,,,,,,,,,
MTS104,The parametric equation of a line through (1, 0) and (0, 1) is:,x = 1 - t, y = t,x = t, y = 1 - t,x = t + 1, y = t,x = t, y = t + 1,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (2, 2) and (2, -2) is:,8,4,2,6,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (4, 3) is:,(4/5, 3/5),(4, 3),(-4/5, -3/5),(5/4, 5/3),A,,,,,,,,
MTS104,The distance from (1, 0) to line y = 0 is:,0,1,v2,2,A,,,,,,,,,,,,
MTS104,The cross product of (1,0, 0) and (0,0, 1) is:,(0,1, 0),(0,-1, 0),(1,0, 0),(0,0, 1),A,
MTS104,The line y = -x is perpendicular to a line with slope:,1,-1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The angle between vectors (2, 0) and (0, 2) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (0,0, 2) is:,2,v2,v3,3,A,,,,,,,,,,,
MTS104,The equation of a line through (0, 0) and (3, 3) is:,y = x,y = 2x,y = x/3,y = -x,A,,,,,,,,,,,
MTS104,The vector projection of (1, 0) onto (0, 1) is:,(0, 0),(1, 0),(0, 1),(1, 1),A,,,,,,,
MTS104,The cross product of (0,1, 1) and (0,0, 1) is:,(1,0, 0),(-1,0, 0),(0,1, 0),(0,0, 1),A,
MTS104,The area of a triangle with vertices (0, 0), (3, 0), (0, 3) is:,4.5,9,3,6,A,,,,,,,,
MTS104,The slope of a line parallel to y = -x/2 is:,-0.5,2-Jan,-2,2,A,,,,,,,,,,,,,
MTS104,The vector (0,0, 1) scaled by 4 is:,(0,0, 4),(0,0, 1),(1,1, 1),(4,4, 4),A,,,
MTS104,The distance between (0,0, 0) and (0,0, 1) is:,1,v2,v3,2,A,,,,,,,,,
MTS104,The dot product of (1,0, 1) and (0,1, 1) is:,1,2,3,0,A,,,,,,,,,
MTS104,The equation of a plane through (1,0, 1) normal to (0,1, 0) is:,y = 0,x = 0,z = 0,x + y + z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is zero when:,a and b are parallel,a and b are perpendicular,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (2,2, 2) are:,(1/v3, 1/v3, 1/v3),(1,1, 1),(1/2, 1/2, 1/2),(v3, v3, v3),A,,,
MTS104,The parametric equation of a line through (0, 0) with direction (0, 1) is:,x = 0, y = t,x = t, y = 0,x = t, y = t,x = t + 1, y = t,A,,,,,,,
MTS104,The angle between (0, 1) and (1, 0) is:,90°,0°,45°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (3,0, 0) is:,3,4,5,6,A,,,,,,,,,,,
MTS104,The vector normal to the plane x = 0 is:,(1,0, 0),(0,1, 0),(0,0, 1),(1,1, 0),A,,,,,
MTS104,The work done by force (1, 1) over displacement (1, 0) is:,1,2,3,0,A,,,,,,,,,,,
MTS104,The centroid of triangle with vertices (0, 0), (0, 2), (2, 0) is:,(2/3, 2/3),(0, 0),(2, 2),(1, 1),A,,,,
MTS104,The equation of a line perpendicular to y = x + 1 through (0, 0) is:,y = -x,y = x,y = x + 1,y = -x - 1,A,,,,,,,,,,,,
MTS104,The cross product of (0,0, 1) and (1,0, 0) is:,(0,1, 0),(0,-1, 0),(-1,0, 0),(1,0, 0),A,
MTS104,The distance from (0,0, 0) to plane y = 1 is:,1,0,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (0, 2) onto (1, 0) is:,0,2,1,3,A,,,,,,,,,,,
MTS104,The vector (3,3, 3) minus (1,1, 1) is:,(2,2, 2),(3,3, 3),(1,1, 1),(4,4, 4),A,
MTS104,The angle between (1,1, 1) and (0,0, 1) is:,45°,90°,0°,180°,A,,,,,,,,,
MTS104,The magnitude of (0,5, 0) is:,5,6,7,8,A,,,,,,,,,,,
MTS104,The equation of a circle with center (0, 0) and radius 1 is:,x² + y² = 1,x² + y² = 2,x + y = 1,x² - y² = 1,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = x/3 is:,3-Jan,-0.333333333,3,-3,A,,,,,,,,,,,,,
MTS104,The dot product of (1,0, 0) and (1,0, 0) is:,1,0,2,3,A,,,,,,,,,
MTS104,The parametric equation of a line through (0, 0) and (2, 1) is:,x = 2t, y = t,x = t, y = 2t,x = t + 1, y = t,x = t, y = t + 1,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (1, 2) and (2, 1) is:,3,4,2,5,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (0, 1) is:,(0, 1),(1, 0),(0, -1),(1, 1),A,,,,,,,,
MTS104,The distance from (0, 0) to line y = x - 1 is:,v2/2,1,v2,0,A,,,,,,,,,,,,
MTS104,The cross product of (1,1, 1) and (0,0, 1) is:,(1,-1, 0),(-1,1, 0),(0,1, -1),(0,-1, 1),A,
MTS104,The line y = x/2 + 1 is perpendicular to a line with slope:,-2,2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The angle between vectors (0, 2) and (2, 0) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (2,0, 0) is:,2,v2,v3,3,A,,,,,,,,,,,
MTS104,The equation of a line through (1, 1) and (2, 1) is:,y = 1,y = x,y = -x + 2,y = x - 1,A,,,,,,,,,,,
MTS104,The vector projection of (0, 1) onto (1, 0) is:,(0, 0),(1, 0),(0, 1),(1, 1),A,,,,,,,
MTS104,The cross product of (1,0, 0) and (0,1, 0) is:,(0,0, 1),(0,0, -1),(1,0, 0),(0,1, 0),A,
MTS104,The area of a triangle with vertices (0, 0), (1, 1), (0, 1) is:,2-Jan,1,2-Mar,2,A,,,,,,,,
MTS104,The slope of a line parallel to y = -x is:,-1,1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The vector (0,0, 2) scaled by 3 is:,(0,0, 6),(0,0, 2),(1,1, 1),(3,3, 3),A,,,
MTS104,The distance between (1,0, 0) and (0,1, 1) is:,v3,v2,2,1,A,,,,,,,,,
MTS104,The dot product of (0,0, 1) and (0,1, 0) is:,0,1,2,3,A,,,,,,,,,
MTS104,The equation of a plane through (0,0, 0) normal to (1,1, 0) is:,x + y = 0,x = 0,y = 0,z = 0,A,,,,,,,,,
MTS104,The magnitude of the cross product |a × b| is maximum when:,a and b are perpendicular,a and b are parallel,a = b,a = 0,A,,,,,,,,,,,,,
MTS104,The direction cosines of (1,1, 0) are:,(1/v2, 1/v2, 0),(1,1, 0),(0,0, 1),(1/2, 1/2, 0),A,,,
MTS104,The parametric equation of a line through (1, 0) with direction (1, 0) is:,x = t + 1, y = 0,x = t, y = 0,x = t + 1, y = t,x = t, y = t + 1,A,,,,,,,
MTS104,The angle between (2, 2) and (-2, -2) is:,180°,90°,45°,0°,A,,,,,,,,,,,
MTS104,The magnitude of (1,1, 1) is:,v3,3,1,v2,A,,,,,,,,,,,
MTS104,The vector normal to the plane x + y = 0 is:,(1,1, 0),(1,0, 0),(0,1, 0),(0,0, 1),A,,,,,
MTS104,The work done by force (0,0, 1) over displacement (1,1, 0) is:,0,1,2,3,A,,,,,,,,,
MTS104,The centroid of triangle with vertices (0, 0), (1, 0), (0, 1) is:,(1/3, 1/3),(0, 0),(1, 1),(0, 1),A,,,,
MTS104,The equation of a line perpendicular to y = -x/2 through (0, 0) is:,y = 2x,y = -2x,y = x/2,y = -x/2,A,,,,,,,,,,,,
MTS104,The cross product of (0,1, 0) and (0,0, 1) is:,(1,0, 0),(-1,0, 0),(0,1, 0),(0,0, 1),A,
MTS104,The distance from (0,0, 0) to plane z = 1 is:,1,0,v2,v3,A,,,,,,,,,,,
MTS104,The scalar projection of (1, 1) onto (0, 1) is:,1,0,2,v2,A,,,,,,,,,,,
MTS104,The vector (2,2, 2) minus (1,1, 1) is:,(1,1, 1),(2,2, 2),(0,0, 0),(3,3, 3),A,
MTS104,The angle between (0,0, 1) and (0,1, 0) is:,90°,0°,45°,180°,A,,,,,,,,,
MTS104,The magnitude of (4,0, 0) is:,4,3,5,6,A,,,,,,,,,,,
MTS104,The equation of a circle with center (1, 0) and radius 2 is:,(x-1)² + y² = 4,x² + y² = 4,(x+1)² + y² = 4,x² + y² = 2,A,,,,,,,,,,,,
MTS104,The slope of a line parallel to y = 2x + 1 is:,2,-2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The dot product of (1,0, 1) and (0,0, 1) is:,1,0,2,3,A,,,,,,,,,
MTS104,The parametric equation of a line through (0, 0) and (1, 0) is:,x = t, y = 0,x = t, y = t,x = t + 1, y = 0,x = 0, y = t,A,,,,,,,
MTS104,The area of a parallelogram with adjacent sides (1, 0) and (0, 2) is:,2,4,6,8,A,,,,,,,,,,,
MTS104,The unit vector in the direction of (2, 0) is:,(1, 0),(0, 1),(2, 0),(0, 2),A,,,,,,,,
MTS104,The distance from (0, 0) to line x = 1 is:,1,0,v2,v3,A,,,,,,,,,,,,
MTS104,The cross product of (1,0, 0) and (0,1, 0) is:,(0,0, 1),(0,0, -1),(1,0, 0),(0,1, 0),A,
MTS104,The line y = x is perpendicular to a line with slope:,-1,1,0,Undefined,A,,,,,,,,,,,,,
MTS104,The angle between vectors (1, 0) and (0, -1) is:,90°,45°,135°,180°,A,,,,,,,,,,,
MTS104,The magnitude of (0,2, 0) is:,2,v2,v3,3,A,,,,,,,,,,,
MTS104,The equation of a line through (0, 0) and (0, 1) is:,x = 0,y = 0,x = 1,y = 1,A,,,,,,,,,,,
MTS104,The vector projection of (0, 2) onto (0, 1) is:,(0, 2),(0, 0),(2, 0),(1, 0),A,,,,,,,
MTS104,The cross product of (0,0, 1) and (0,1, 0) is:,(1,0, 0),(-1,0, 0),(0,1, 0),(0,0, 1),A,
MTS104,The area of a triangle with vertices (0, 0), (2, 0), (0, 2) is:,2,4,6,8,A,,,,,,,,
MTS104,The slope of a line parallel to y = -2x is:,-2,2,2-Jan,-0.5,A,,,,,,,,,,,,,
MTS104,The vector (1,0, 0) scaled by 2 is:,(2,0, 0),(1,0, 0),(0,1, 0),(0,0, 1),A,,,
MTS104,The distance between (0,0, 0) and (0,1, 0) is:,1,v2,v3,2,A,,,,,,,,,
MTS104,The dot product of (0,1, 0) and (0,0, 1) is:,0,1,2,3,A,,,,,,,,,
MTS104,The equation of a plane through (0,0, 0) normal to (0,0, 1) is:,z = 0,x = 0,y = 0,x + y + z = 0,A,,,,,,,,,
MTS104,What is the general form of a conic section equation?,ax² + bxy + cy² + dx + ey + f = 0,ax² + bx + c = 0,ax + by = c,x² + y² = r²,A,,,,,,,,,,,,,
MTS104,Which conic section is defined by the equation x² + y² = 25?,Circle,Ellipse,Parabola,Hyperbola,A,,,,,,,,,,,,,
MTS104,What is the center of the circle given by (x - 3)² + (y + 2)² = 16?,(3, -2),(-3, 2),(3, 2),(-3, -2),A,,,,,,,,,
MTS104,For a parabola with equation y² = 4x, what is the focus?,(1, 0),(0, 1),(0, 0),(-1, 0),A,,,,,,,,
MTS104,What is the vertex of the parabola y = x² - 4x + 3?,(2, -1),(2, 1),(-2, 1),(0, 3),A,,,,,,,,,
MTS104,Which of the following is the standard form of an ellipse with center at the origin?,x²/a² + y²/b² = 1,x²/a + y²/b = 1,x² + y² = r²,ax² + by² = c,A,,,,,,,,,,,,,
MTS104,What is the eccentricity of a circle?,0,1,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,For the ellipse x²/9 + y²/4 = 1, what is the length of the major axis?,6,4,3,2,A,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -8x?,x = 2,x = -2,y = 2,y = -2,A,,,,,,,,,,,,,
MTS104,Which conic section has two foci?,Ellipse,Parabola,Circle,Line,A,,,,,,,,,,,,,
MTS104,What is the standard form of a hyperbola with center at (h, k)?,((x-h)²/a²) - ((y-k)²/b²) = 1,((x-h)²/a²) + ((y-k)²/b²) = 1,x² + y² = r²,ax² + by² = c,A,,,,,,,,,,,,
MTS104,For the circle x² + y² - 6x + 4y - 12 = 0, what is the radius?,4,5,6,3,A,,,,,,,,,,,,
MTS104,What is the axis of symmetry for the parabola x² = 4y?,y-axis,x-axis,x = 0,y = 0,A,,,,,,,,,,,,,
MTS104,What are the foci of the ellipse x²/16 + y²/9 = 1?,(±v7, 0),(±7, 0),(0, ±v7),(0, ±7),A,,,,,,,,,
MTS104,For a hyperbola, what is the relationship between a, b, and c?,c² = a² + b²,c² = a² - b²,a² = b² + c²,b² = a² + c²,A,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x - 2)² + 3?,(2, 3),(3, 2),(-2, 3),(2, -3),A,,,,,,,,,
MTS104,What is the eccentricity of a parabola?,1,0,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What is the center of the ellipse (x-1)²/25 + (y+2)²/16 = 1?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,For the parabola y² = 12x, what is the length of the latus rectum?,12,6,3,4,A,,,,,,,,,,,,
MTS104,Which conic section has only one focus?,Parabola,Ellipse,Hyperbola,Circle,A,,,,,,,,,,,,,
MTS104,What is the equation of a circle with center (0, 0) and radius 5?,x² + y² = 25,x² + y² = 5,x² + y² = 10,x² + y² = 15,A,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = -8y?,(0, -2),(0, 2),(2, 0),(-2, 0),A,,,,,,,,,
MTS104,For the ellipse x²/4 + y²/9 = 1, what is the major axis?,y-axis,x-axis,Diagonal,None,A,,,,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 16y?,y = -4,y = 4,x = -4,x = 4,A,,,,,,,,,,,,,
MTS104,What is the center of the hyperbola (x-3)²/9 - (y+1)²/4 = 1?,(3, -1),(-3, 1),(3, 1),(-3, -1),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 2x - 2y - 7 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,For the parabola y = x² + 6x + 5, what is the vertex?,(-3, -4),(-3, 4),(3, -4),(3, 4),A,,,,,,,,
MTS104,What is the eccentricity of a hyperbola?,Greater than 1,Less than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse (x-2)²/16 + (y-3)²/9 = 1?,(6, 3), (-2, 3),(2, 6), (2, 0),(6, 3), (-2, 3),A,,,,,
MTS104,For the hyperbola x²/16 - y²/9 = 1, what are the foci?,(±5, 0),(±4, 0),(0, ±5),(0, ±4),A,,,,,,,,
MTS104,What is the axis of symmetry for the parabola y² = -4x?,x-axis,y-axis,x = 0,y = 0,A,,,,,,,,,,,,,
MTS104,What is the standard form of a parabola with vertex at (h, k) opening right?,(y-k)² = 4p(x-h),(x-h)² = 4p(y-k),(y-k)² = -4p(x-h),(x-h)² = -4p(y-k),A,,,,,,,,,,,,
MTS104,What is the length of the minor axis of the ellipse x²/25 + y²/16 = 1?,8,10,4,5,A,,,,,,,,,,,,,
MTS104,For the circle (x+1)² + (y-2)² = 9, what is the center?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,
MTS104,What is the focus of the parabola y² = -16x?,(-4, 0),(4, 0),(0, -4),(0, 4),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 8y?,y = -2,y = 2,x = -2,x = 2,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/9 - y²/16 = 1?,y = ±(4/3)x,y = ±(3/4)x,y = ±(2/3)x,y = ±(3/2)x,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x+1)² - 2?,(-1, -2),(1, -2),(-1, 2),(1, 2),A,,,,,,,,,
MTS104,For the ellipse x²/36 + y²/16 = 1, what is the length of the major axis?,12,8,6,4,A,,,,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 4x + 6y - 12 = 0?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = 12y?,(0, 3),(0, -3),(3, 0),(-3, 0),A,,,,,,,,,
MTS104,What is the eccentricity of an ellipse?,Less than 1,Greater than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What are the vertices of the hyperbola (y-2)²/4 - (x+1)²/9 = 1?,(2, 4), (2, 0),(-1, 4), (-1, 0),(2, 4), (2, 0),A,,,,,
MTS104,For the parabola y² = 4px, if p = 2, what is the focus?,(2, 0),(-2, 0),(0, 2),(0, -2),A,,,,,,,
MTS104,What is the radius of the circle (x-4)² + (y+3)² = 25?,5,4,3,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -12x?,x = 3,x = -3,y = 3,y = -3,A,,,,,,,,,,,,,
MTS104,What is the center of the ellipse (x+2)²/9 + (y-1)²/16 = 1?,(-2, 1),(2, -1),(-2, -1),(2, 1),A,,,,,,,,,
MTS104,For the hyperbola x²/25 - y²/16 = 1, what are the asymptotes?,y = ±(4/5)x,y = ±(5/4)x,y = ±(3/5)x,y = ±(5/3)x,A,,,,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-3)² + 2?,(2, 3),(3, 2),(-2, 3),(2, -3),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola y² = 16x?,16,8,4,12,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = -4y?,(0, -1),(0, 1),(1, 0),(-1, 0),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² + 8x - 2y + 1 = 0?,(-4, 1),(4, -1),(-4, -1),(4, 1),A,,,,,,,,,
MTS104,What are the foci of the ellipse x²/25 + y²/9 = 1?,(±4, 0),(±5, 0),(0, ±4),(0, ±5),A,,,,,,,,,
MTS104,For the parabola y = x² - 2x + 1, what is the vertex?,(1, 0),(0, 1),(1, 1),(-1, 0),A,,,,,,,,
MTS104,What is the directrix of the parabola x² = 4y?,y = -1,y = 1,x = -1,x = 1,A,,,,,,,,,,,,,
MTS104,What is the eccentricity of a circle?,0,1,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse (x-1)²/4 + (y+2)²/9 = 1?,(1, 1), (1, -5),(1, 1), (1, -5),A,,,,,,,,,
MTS104,For the hyperbola (x-2)²/16 - (y+3)²/9 = 1, what is the center?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,
MTS104,What is the focus of the parabola y² = 8x?,(2, 0),(-2, 0),(0, 2),(0, -2),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² - 10x + 4y + 13 = 0?,5,4,3,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -4x?,x = 1,x = -1,y = 1,y = -1,A,,,,,,,,,,,,,
MTS104,What is the major axis length of the ellipse x²/16 + y²/25 = 1?,10,8,5,4,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x+2)² - 1?,(-2, -1),(2, -1),(-2, 1),(2, 1),A,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola y²/9 - x²/16 = 1?,y = ±(3/4)x,y = ±(4/3)x,y = ±(2/3)x,y = ±(3/2)x,A,,,,,,,,,,,,,
MTS104,What is the center of the circle (x+2)² + (y-3)² = 16?,(-2, 3),(2, -3),(-2, -3),(2, 3),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = 16y?,(0, 4),(0, -4),(4, 0),(-4, 0),A,,,,,,,,,
MTS104,What is the eccentricity of a hyperbola?,Greater than 1,Less than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse x²/9 + y²/16 = 1?,(0, 4), (0, -4),(3, 0), (-3, 0),(0, 4), (0, -4),A,,,,,
MTS104,For the parabola y² = -8x, what is the directrix?,x = 2,x = -2,y = 2,y = -2,A,,,,,,,,,,,,
MTS104,What is the center of the hyperbola (x+1)²/25 - (y-2)²/16 = 1?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 6x - 8y + 21 = 0?,4,5,3,6,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-1)² + 2?,(2, 1),(1, 2),(-2, 1),(2, -1),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola x² = 12y?,12,6,4,8,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 4x?,(1, 0),(-1, 0),(0, 1),(0, -1),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = -8y?,y = 2,y = -2,x = 2,x = -2,A,,,,,,,,,,,,,
MTS104,What are the foci of the hyperbola x²/16 - y²/9 = 1?,(±5, 0),(±4, 0),(0, ±5),(0, ±4),A,,,,,,,,,
MTS104,What is the center of the ellipse (x-3)²/9 + (y+1)²/4 = 1?,(3, -1),(-3, 1),(3, 1),(-3, -1),A,,,,,,,,,
MTS104,What is the vertex of the parabola y = x² + 4x + 4?,(-2, 0),(2, 0),(-2, 4),(2, 4),A,,,,,,,,,
MTS104,What is the eccentricity of an ellipse?,Less than 1,Greater than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle x² + y² - 2x + 2y - 7 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = 4y?,(0, 1),(0, -1),(1, 0),(-1, 0),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 16x?,x = -4,x = 4,y = -4,y = 4,A,,,,,,,,,,,,,
