course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
PHY102,What is the electric field at a point 5 m from a 40 ?C charge?,14400 N/C,7200 N/C,28800 N/C,5760 N/C,A,,,,
PHY102,What is the net capacitance of four 25 ?F capacitors in series?,6.25 ?F,12.5 ?F,25 ?F,100 ?F,A,,,,
PHY102,What is the net capacitance of four 25 ?F capacitors in parallel?,25 ?F,50 ?F,75 ?F,100 ?F,D,,,,
PHY102,What is the electric potential at a point 3 m from a 15 ?C charge?,45000 V,22500 V,15000 V,5000 V,C,,,,
PHY102,What is the unit of electric flux density?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power applications?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is charged?,Increases,Decreases,Becomes zero,Remains unchanged,A,,,,
PHY102,What is the force between two 15 ?C charges 2 m apart?,5.06 x 107 N,2.53 x 107 N,1.01 x 108 N,2.02 x 108 N,A,,,,
PHY102,What is the electric field intensity at 4 m from a 25 ?C charge?,14062.5 N/C,7031.25 N/C,28125 N/C,5625 N/C,A,,,,
PHY102,What is the role of a capacitor in a filter circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,D,,,,
PHY102,What is the dielectric strength of paper approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.12 m?, 0.002 m apart, and dielectric constant 3?,15.93 nF,31.86 nF,7.97 nF,63.72 nF,A,,
PHY102,What is the energy stored in a 50 ?F capacitor at 100 V?,0.25 J,0.5 J,0.125 J,1 J,A,,,,
PHY102,What is the electric field between plates 6 mm apart with 600 V potential difference?,100 kV/m,50 kV/m,25 kV/m,10 kV/m,A,,,,
PHY102,What is the charge on a 40 ?F capacitor at 200 V?,8000 ?C,4000 ?C,2000 ?C,1000 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is halved?,Quadruples,Doubles,Halves,Quarter,A,,,,
PHY102,What is the electric field at 3 m from a 30 ?C charge?,30000 N/C,10000 N/C,60000 N/C,20000 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a timing circuit?,Store charge,Control frequency,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-precision applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric potential gradient?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the dielectric constant is tripled?,Triples,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 50 ?C charge?,5.65 x 106 N?m?/C,11.3 x 106 N?m?/C,2.82 x 106 N?m?/C,22.6 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of mica approximately?,2-Jan,8-Mar,20-Oct,20-30,B,,,,
PHY102,What is the time constant of a circuit with R = 6000 O and C = 2 ?F?,0.012 s,0.12 s,1.2 s,12 s,A,,,,
PHY102,What type of capacitor is used for high-frequency decoupling?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 30 ?F capacitor at 300 V?,9000 ?C,4500 ?C,3000 ?C,1500 ?C,A,,,,
PHY102,What is the energy stored in a 25 ?F capacitor at 400 V?,2 J,4 J,1 J,8 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 50 ?C charge?,18000 N/C,9000 N/C,36000 N/C,7200 N/C,A,,,,
PHY102,What is the net capacitance of five 20 ?F capacitors in series?,4 ?F,10 ?F,20 ?F,100 ?F,A,,,,
PHY102,What is the net capacitance of five 20 ?F capacitors in parallel?,20 ?F,40 ?F,60 ?F,100 ?F,D,,,,
PHY102,What is the electric potential at a point 4 m from a 20 ?C charge?,45000 V,22500 V,11250 V,9000 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-voltage applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What happens to the electric field when a dielectric is inserted?,Increases,Decreases,Becomes zero,Remains unchanged,B,,,,
PHY102,What is the force between two 20 ?C charges 2 m apart?,9 x 107 N,4.5 x 107 N,1.8 x 108 N,3.6 x 108 N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 40 ?C charge?,14400 N/C,7200 N/C,28800 N/C,5760 N/C,A,,,,
PHY102,What is the role of a capacitor in a coupling circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,B,,,,
PHY102,What is the dielectric strength of oil approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.15 m?, 0.003 m apart, and dielectric constant 2?,8.85 nF,17.7 nF,4.43 nF,35.4 nF,A,,
PHY102,What is the energy stored in a 60 ?F capacitor at 100 V?,0.3 J,0.6 J,0.15 J,1.2 J,A,,,,
PHY102,What is the electric field between plates 5 mm apart with 750 V potential difference?,150 kV/m,75 kV/m,30 kV/m,15 kV/m,A,,,,
PHY102,What is the charge on a 50 ?F capacitor at 200 V?,10000 ?C,5000 ?C,2500 ?C,1250 ?C,A,,,,
PHY102,What happens to the force between two charges if both charges are halved?,4-Jan,2-Jan,2,4,A,,,,
PHY102,What is the electric field at 4 m from a 32 ?C charge?,18000 N/C,9000 N/C,36000 N/C,7200 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a resonant circuit?,Store charge,Control frequency,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-stability tuning?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric field strength?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the plate area is quadrupled?,Doubles,Quadruples,Halves,Quarter,B,,,,
PHY102,What is the electric flux through a closed surface with a 60 ?C charge?,6.78 x 106 N?m?/C,13.56 x 106 N?m?/C,3.39 x 106 N?m?/C,27.12 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of ceramics approximately?,20-Oct,20-40,50-100,100-1000,D,,,,
PHY102,What is the time constant of a circuit with R = 7000 O and C = 2 ?F?,0.014 s,0.14 s,1.4 s,14 s,A,,,,
PHY102,What type of capacitor is used for high-frequency filtering?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 40 ?F capacitor at 300 V?,12000 ?C,6000 ?C,4000 ?C,2000 ?C,A,,,,
PHY102,What is the energy stored in a 30 ?F capacitor at 400 V?,2.4 J,4.8 J,1.2 J,9.6 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 60 ?C charge?,21600 N/C,10800 N/C,43200 N/C,8640 N/C,A,,,,
PHY102,What is the net capacitance of four 30 ?F capacitors in series?,7.5 ?F,15 ?F,30 ?F,120 ?F,A,,,,
PHY102,What is the net capacitance of four 30 ?F capacitors in parallel?,30 ?F,60 ?F,90 ?F,120 ?F,D,,,,
PHY102,What is the electric potential at a point 3 m from a 18 ?C charge?,54000 V,27000 V,18000 V,6000 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power filtering?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is grounded?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 25 ?C charges 2 m apart?,1.406 x 108 N,7.03 x 107 N,2.812 x 108 N,5.625 x 108 N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 50 ?C charge?,18000 N/C,9000 N/C,36000 N/C,7200 N/C,A,,,,
PHY102,What is the role of a capacitor in a decoupling circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,D,,,,
PHY102,What is the dielectric strength of mica approximately?,10-20 kV/mm,20-40 kV/mm,50-200 kV/mm,100-200 kV/mm,C,,,,
PHY102,What is the capacitance of a capacitor with plates 0.2 m?, 0.002 m apart, and dielectric constant 2?,17.7 nF,35.4 nF,8.85 nF,70.8 nF,A,,
PHY102,What is the energy stored in a 70 ?F capacitor at 100 V?,0.35 J,0.7 J,0.175 J,1.4 J,A,,,,
PHY102,What is the electric field between plates 6 mm apart with 900 V potential difference?,150 kV/m,75 kV/m,30 kV/m,15 kV/m,A,,,,
PHY102,What is the charge on a 60 ?F capacitor at 200 V?,12000 ?C,6000 ?C,4000 ?C,2000 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is tripled?,9-Jan,3-Jan,3,9,A,,,,
PHY102,What is the electric field at 4 m from a 40 ?C charge?,22500 N/C,11250 N/C,45000 N/C,9000 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a smoothing circuit?,Store charge,Filter noise,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-precision applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric potential gradient?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the dielectric constant is quadrupled?,Quadruples,Halves,Triples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 70 ?C charge?,7.91 x 106 N?m?/C,15.82 x 106 N?m?/C,3.95 x 106 N?m?/C,31.64 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of paper approximately?,4-Feb,10-May,20-Oct,20-30,A,,,,
PHY102,What is the time constant of a circuit with R = 8000 O and C = 2 ?F?,0.016 s,0.16 s,1.6 s,16 s,A,,,,
PHY102,What type of capacitor is used for high-frequency decoupling?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 50 ?F capacitor at 300 V?,15000 ?C,7500 ?C,5000 ?C,2500 ?C,A,,,,
PHY102,What is the energy stored in a 40 ?F capacitor at 400 V?,3.2 J,6.4 J,1.6 J,12.8 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 70 ?C charge?,25200 N/C,12600 N/C,50400 N/C,10080 N/C,A,,,,
PHY102,What is the net capacitance of five 25 ?F capacitors in series?,5 ?F,12.5 ?F,25 ?F,125 ?F,A,,,,
PHY102,What is the net capacitance of five 25 ?F capacitors in parallel?,25 ?F,50 ?F,75 ?F,125 ?F,D,,,,
PHY102,What is the electric potential at a point 4 m from a 25 ?C charge?,56250 V,28125 V,14062.5 V,11250 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power filtering?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is grounded?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 30 ?C charges 2 m apart?,2.025 x 108 N,1.012 x 108 N,4.05 x 108 N,8.1 x 108 N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 60 ?C charge?,21600 N/C,10800 N/C,43200 N/C,8640 N/C,A,,,,
PHY102,What is the role of a capacitor in a filter circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,D,,,,
PHY102,What is the dielectric strength of oil approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.25 m?, 0.002 m apart, and dielectric constant 2?,22.14 nF,44.27 nF,11.07 nF,88.54 nF,A,,
PHY102,What is the energy stored in a 80 ?F capacitor at 100 V?,0.4 J,0.8 J,0.2 J,1.6 J,A,,,,
PHY102,What is the electric field between plates 6 mm apart with 1200 V potential difference?,200 kV/m,100 kV/m,50 kV/m,25 kV/m,A,,,,
PHY102,What is the charge on a 70 ?F capacitor at 200 V?,14000 ?C,7000 ?C,3500 ?C,1750 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is quadrupled?,16-Jan,8-Jan,4-Jan,2-Jan,A,,,,
PHY102,What is the electric field at 4 m from a 50 ?C charge?,28125 N/C,14062.5 N/C,56250 N/C,11250 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a smoothing circuit?,Store charge,Filter noise,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-precision applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric potential gradient?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the dielectric constant is halved?,Doubles,Halves,Quadruples,Quarter,B,,,,
PHY102,What is the electric flux through a closed surface with a 80 ?C charge?,9.04 x 106 N?m?/C,18.08 x 106 N?m?/C,4.52 x 106 N?m?/C,36.16 x 106 N?m?/C,A,,,,
PHY102,What is the dielectric constant of mica approximately?,2-Jan,8-Mar,20-Oct,20-30,B,,,,
PHY102,What is the time constant of a circuit with R = 9000 O and C = 2 ?F?,0.018 s,0.18 s,1.8 s,18 s,A,,,,
PHY102,What type of capacitor is used for high-frequency decoupling?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 60 ?F capacitor at 300 V?,18000 ?C,9000 ?C,6000 ?C,3000 ?C,A,,,,
PHY102,What is the energy stored in a 50 ?F capacitor at 400 V?,4 J,8 J,2 J,16 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 80 ?C charge?,28800 N/C,14400 N/C,57600 N/C,11520 N/C,A,,,,
PHY102,What is the net capacitance of five 30 ?F capacitors in series?,6 ?F,15 ?F,30 ?F,150 ?F,A,,,,
PHY102,What is the net capacitance of five 30 ?F capacitors in parallel?,30 ?F,60 ?F,90 ?F,150 ?F,D,,,,
PHY102,What is the electric potential at a point 4 m from a 30 ?C charge?,67500 V,33750 V,16875 V,13500 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power filtering?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is grounded?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 40 ?C charges 2 m apart?,3.6 x 108 N,1.8 x 108 N,7.2 x 108 N,1.44 x 10? N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 70 ?C charge?,25200 N/C,12600 N/C,50400 N/C,10080 N/C,A,,,,
PHY102,What is the role of a capacitor in a coupling circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,B,,,,
PHY102,What is the dielectric strength of paper approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-200 kV/mm,A,,,,
PHY102,What is the capacitance of a capacitor with plates 0.3 m?, 0.002 m apart, and dielectric constant 2?,26.55 nF,53.1 nF,13.28 nF,106.2 nF,A,,
PHY102,What is the energy stored in a 90 ?F capacitor at 100 V?,0.45 J,0.9 J,0.225 J,1.8 J,A,,,,
PHY102,What is the electric field between plates 6 mm apart with 1500 V potential difference?,250 kV/m,125 kV/m,50 kV/m,25 kV/m,A,,,,
PHY102,What is the charge on a 80 ?F capacitor at 200 V?,16000 ?C,8000 ?C,4000 ?C,2000 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is doubled?,4-Jan,2-Jan,2,4,A,,,,
PHY102,What is the electric field at 4 m from a 60 ?C charge?,33750 N/C,16875 N/C,67500 N/C,13500 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a resonant circuit?,Store charge,Control frequency,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-stability tuning?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric field strength?,N/C,V/m,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the plate area is tripled?,Triples,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 90 ?C charge?,1.017 x 107 N?m?/C,2.034 x 107 N?m?/C,5.085 x 106 N?m?/C,4.068 x 107 N?m?/C,A,,,,
PHY102,What is the dielectric constant of glass approximately?,2-Jan,8-Mar,20-Oct,20-30,B,,,,
PHY102,What is the time constant of a circuit with R = 10000 O and C = 2 ?F?,0.02 s,0.2 s,2 s,20 s,A,,,,
PHY102,What type of capacitor is used for high-frequency filtering?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 70 ?F capacitor at 300 V?,21000 ?C,10500 ?C,7000 ?C,3500 ?C,A,,,,
PHY102,What is the energy stored in a 60 ?F capacitor at 400 V?,4.8 J,9.6 J,2.4 J,19.2 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 90 ?C charge?,32400 N/C,16200 N/C,64800 N/C,12960 N/C,A,,,,
PHY102,What is the net capacitance of five 40 ?F capacitors in series?,8 ?F,20 ?F,40 ?F,200 ?F,A,,,,
PHY102,What is the net capacitance of five 40 ?F capacitors in parallel?,40 ?F,80 ?F,120 ?F,200 ?F,D,,,,
PHY102,What is the electric potential at a point 4 m from a 40 ?C charge?,90000 V,45000 V,22500 V,18000 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power applications?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is charged?,Increases,Decreases,Becomes zero,Remains unchanged,A,,,,
PHY102,What is the force between two 50 ?C charges 2 m apart?,5.625 x 108 N,2.812 x 108 N,1.125 x 10? N,2.25 x 10? N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 80 ?C charge?,28800 N/C,14400 N/C,57600 N/C,11520 N/C,A,,,,
PHY102,What is the role of a capacitor in a decoupling circuit?,Store charge,Block DC,Amplify voltage,Reduce high-frequency noise,D,,,,
PHY102,What is the dielectric strength of ceramics approximately?,10-20 kV/mm,20-40 kV/mm,50-100 kV/mm,100-1000 kV/mm,D,,,,
PHY102,What is the capacitance of a capacitor with plates 0.4 m?, 0.002 m apart, and dielectric constant 2?,35.4 nF,70.8 nF,17.7 nF,141.6 nF,A,,
PHY102,What is the energy stored in a 100 ?F capacitor at 100 V?,0.5 J,1 J,0.25 J,2 J,A,,,,
PHY102,What is the electric field between plates 6 mm apart with 1800 V potential difference?,300 kV/m,150 kV/m,75 kV/m,30 kV/m,A,,,,
PHY102,What is the charge on a 90 ?F capacitor at 200 V?,18000 ?C,9000 ?C,4500 ?C,2250 ?C,A,,,,
PHY102,What happens to the force between two charges if the distance is halved?,Quadruples,Doubles,Halves,Quarter,A,,,,
PHY102,What is the electric field at 4 m from a 80 ?C charge?,45000 N/C,22500 N/C,90000 N/C,18000 N/C,A,,,,
PHY102,What is the purpose of a capacitor in a smoothing circuit?,Store charge,Filter noise,Amplify voltage,Reduce current,B,,,,
PHY102,What type of capacitor is used for high-precision applications?,Ceramic,Mica,Electrolytic,Air,B,,,,
PHY102,What is the unit of electric potential gradient?,V/m,N/C,J/C,Both A and B,D,,,,
PHY102,What happens to the capacitance when the dielectric constant is tripled?,Triples,Halves,Quadruples,Quarter,A,,,,
PHY102,What is the electric flux through a closed surface with a 100 ?C charge?,1.13 x 107 N?m?/C,2.26 x 107 N?m?/C,5.65 x 106 N?m?/C,4.52 x 107 N?m?/C,A,,,,
PHY102,What is the dielectric constant of oil approximately?,4-Feb,10-May,20-Oct,20-30,A,,,,
PHY102,What is the time constant of a circuit with R = 12000 O and C = 2 ?F?,0.024 s,0.24 s,2.4 s,24 s,A,,,,
PHY102,What type of capacitor is used for high-frequency decoupling?,Ceramic,Mica,Electrolytic,Air,A,,,,
PHY102,What is the charge stored in a 80 ?F capacitor at 300 V?,24000 ?C,12000 ?C,8000 ?C,4000 ?C,A,,,,
PHY102,What is the energy stored in a 70 ?F capacitor at 400 V?,5.6 J,11.2 J,2.8 J,22.4 J,A,,,,
PHY102,What is the electric field at a point 5 m from a 100 ?C charge?,36000 N/C,18000 N/C,72000 N/C,14400 N/C,A,,,,
PHY102,What is the net capacitance of five 50 ?F capacitors in series?,10 ?F,25 ?F,50 ?F,250 ?F,A,,,,
PHY102,What is the net capacitance of five 50 ?F capacitors in parallel?,50 ?F,100 ?F,150 ?F,250 ?F,D,,,,
PHY102,What is the electric potential at a point 4 m from a 50 ?C charge?,112500 V,56250 V,28125 V,22500 V,C,,,,
PHY102,What is the unit of electric displacement?,C/m?,N/C,V/m,J/m,A,,,,
PHY102,What type of capacitor is used for high-power filtering?,Ceramic,Mica,Electrolytic,Air,C,,,,
PHY102,What happens to the electric field when a conductor is grounded?,Increases,Decreases,Becomes zero,Remains unchanged,C,,,,
PHY102,What is the force between two 60 ?C charges 2 m apart?,8.1 x 108 N,4.05 x 108 N,1.62 x 10? N,3.24 x 10? N,A,,,,
PHY102,What is the electric field intensity at 5 m from a 90 ?C charge?,32400 N/C,16200 N/C,64800 N/C,12960 N/C,A,,,,
PHY102,The force between two charges is 120 N. If the distance between the charges is doubled, the force will be,60 N,30 N,40 N,15 N,B,,,
PHY102,The electric field intensity at a point situated 4 meters from a point charge is 200 N/C. If the distance is reduced to 2 meters, the field intensity will be,400 N/C,600 N/C,800 N/C,1200 N/C,C,,,
PHY102,The lines of force due to charged particles are,always straight,always curved,sometimes curved,none of the above,B,,,,
PHY102,The electric field at a point situated at a distance d from straight charged conductor is,proportional to d,inversely proportional to d,inversely proportional to d,none of the above,B,,,,
PHY102,The direction of electric field due to positive charge is,away from the charge,towards the charge,both a and b,none of the above,A,,,,
PHY102,A field line and an equipotential surface are,always parallel,always at 90°,inclined at any angle,none of the above,B,,,,
PHY102,The ability of charged bodies to exert force on one another is attributed to the existence of,electrons,protons,neutrons,electric field,D,,,,
PHY102,If a sheet of bakelite is inserted between the plates of an air capacitor, the capacitance will,decrease,increase,remain unchanged,become zero,B,,,
PHY102,A capacitor stores 0.24 coulombs at 10 volts. Its capacitance is,0.024 F,0.12 F,0.6 F,0.8 F,A,,,,
PHY102,For making a capacitor, it is better to select a dielectric having,low permittivity,high permittivity,permittivity same as that of air,permittivity slightly more than that of air,B,,,
PHY102,The units of capacitance are,volts/coulomb,coulombs/volt,ohms,henry,B,,,,
PHY102,If three 15 uF capacitors are connected in series, the net capacitance is,5 uF,30 uF,45 uF,50 uF,A,,,
PHY102,If three 10 uF capacitors are connected in parallel, the net capacitance is,20 uF,30 uF,40 uF,50 uF,B,,,
PHY102,A dielectric material must be,resistor,insulator,good conductor,semiconductor,B,,,,
PHY102,An electrolytic capacitor can be used for,D.C. only,A.C. only,both D.C. and A.C.,none of the above,A,,,,
PHY102,The capacitance of a capacitor is not affected by,distance between plates,area of plates,thickness of plates,all of the above,C,,,,
PHY102,Which of the following is not a vector?,Linear momentum,Angular momentum,Electric field,Electric potential,B,,,,
PHY102,Two plates of a parallel plate capacitor after being charged from a constant voltage source are separated apart by means of insulated handles, then the,voltage across the plates increases,voltage across the plates decreases,charge on the capacitor decreases,charge on the capacitor increases,B,,,
PHY102,If A.C. voltage is applied to a capacitive circuit, the alternating current can flow in the circuit because,varying voltage produces charging and discharging currents,of high peak value,charging current can flow,discharge current can flow,A,,,
PHY102,Voltage applied across a ceramic dielectric produces an electric field 100 times greater than air. The dielectric constant is,50,100,150,200,B,,,,
PHY102,Which of the following statements is correct?,Air capacitors have a black band to indicate the outside foil,Electrolytic capacitor must be connected in the correct polarity,Ceramic capacitors must be connected in the correct polarity,Mica capacitors are available in capacitance value of 1 to 10 pF,B,,,,
PHY102,The dissipation factor of a good dielectric is of the order of,0.0002,0.002,0.02,0.2,A,,,,
PHY102,The total electric flux through any closed surface surrounding charges is equal to the amount of charge enclosed. This statement is associated with,Coulomb's square law,Gauss's law,Maxwell's first law,Maxwell's second law,B,,,,
PHY102,Three capacitors each of capacity C are given. The resultant capacity 2/3 C can be obtained by using them,all in series,all in parallel,two in parallel and third in series with this combination,two in series and third in parallel across this combination,C,,,,
PHY102,For which parameter variation, the capacitance of the capacitor remains unaffected?,Distance between plates,Area of the plates,Nature of dielectric,Thickness of the plates,D,,,
PHY102,Which statement is true about the current in a discharging capacitor?,Grows linearly,Grows exponentially,Decays exponentially,Decreases constantly,C,,,,
PHY102,Which expression is correct for electric field strength?,E = D/E,E = D^2/t,E = n/D,E = nD^2,A,,,,
PHY102,In a capacitor, the electric charge is stored in,metal plates,dielectric,both a and b,none of the above,B,,,
PHY102,Which material has the highest value of dielectric constant?,Glass,Vacuum,Ceramics,Oil,C,,,,
PHY102,Which capacitor has relatively shorter shelf life?,Mica capacitor,Electrolytic capacitor,Ceramic capacitor,Paper capacitor,B,,,,
PHY102,The sparking between two electrical contacts can be reduced by inserting a,capacitor in parallel with contacts,capacitor in series with each contact,resistance in line,none of the above,A,,,,
PHY102,In a lossy capacitor, its series equivalent resistance value will be,small,very small,large,zero,C,,,
PHY102,The power dissipated in a pure capacitor is,zero,proportional to applied voltage,proportional to value of capacitance,both b and c,A,,,,
PHY102,In a capacitive circuit, a steady value of applied voltage causes discharge,an increase in applied voltage makes a capacitor charge,decrease in applied voltage makes a capacitor charge,none of the above,B,,,,
PHY102,When a dielectric slab is introduced in a parallel plate capacitor, the potential difference between plates will,remain unchanged,decrease,increase,become zero,B,,,
PHY102,Capacitance increases with,increase in plate area and decrease in distance between the plates,increase in plate area and distance between the plates,decrease in plate area and value of applied voltage,reduction in plate area and distance between the plates,A,,,,
PHY102,A capacitor consists of,two insulators separated by a conductor,two conductors separated by an insulator,two insulators only,two conductors only,B,,,,
PHY102,A gang condenser is a,polarised capacitor,variable capacitor,ceramic capacitor,none of the above,B,,,,
PHY102,A paper capacitor is usually available in the form of,tubes,rolled foil,disc,meshed plates,B,,,,
PHY102,Air capacitors are generally available in the range,10 to 400 pF,1 to 20 pF,100 to 900 pF,20 to 100 pF,A,,,,
PHY102,The unit of capacitance is,henry,ohm,farad,farad/m,C,,,,
PHY102,A capacitor charged to 200 V has 2000 uC of charge. The value of capacitance will be,10 F,10 uF,100 nF,1000 uF,B,,,,
PHY102,A capacitor in a circuit became hot and exploded due to wrong connections. It could be,Paper capacitor,Ceramic capacitor,Electrolytic capacitor,Any of the above,C,,,,
PHY102,Energy stored in the electric field of a capacitor C when charged from a D.C source of voltage V is equal to joules,CV^2,CVV,CV^2/2,CV,C,,,,
PHY102,The absolute permittivity of free space is given by,8.854 x 10^-9 F/m,8.854 x 10^-10 F/m,8.854 x 10^-11 F/m,8.854 x 10^-12 F/m,D,,,,
PHY102,The relative permittivity of free space is given by,1,10,100,1000,A,,,,
PHY102,Electric field intensity is a,scalar,vector,both a and b,none of the above,B,,,,
PHY102,When 4 volts e.m.f. is applied across a 1 farad capacitor, it will store energy of,2 joules,4 joules,6 joules,8 joules,D,,,
PHY102,The capacitor preferred for high frequency circuits is,air capacitor,mica capacitor,electrolytic capacitor,none of the above,B,,,,
PHY102,The capacity of capacitor bank used in power factor correction is expressed in terms of,kW,kVA,kVAR,volts,C,,,,
PHY102,While testing a capacitor with an ohmmeter, if the capacitor shows charging but the final resistance reading is appreciably less than normal, it is,short-circuited,open-circuited,alright,leaky,D,,
PHY102,If a 6 uF capacitor is charged to 200 V, the charge in coulombs will be,800 uC,900 uC,1200 uC,1600 uC,C,,,
PHY102,Which capacitor will be physically smaller for the same ratings?,Ceramic capacitor,Paper capacitor,Both will be of equal size,None of the above,A,,,,
PHY102,What capacitance must be connected in parallel with a 50 pF condenser to make an equivalent capacitance of 150 pF?,50 pF,100 pF,150 pF,200 pF,B,,,,
PHY102,A mica capacitor and a ceramic capacitor both have the same physical dimensions. Which will have more value of capacitance?,Ceramic capacitor,Mica capacitor,Both will have identical value of capacitance,It depends on applied voltage,A,,,,
PHY102,Which material has the least value of dielectric constant?,Ceramics,Oil,Glass,Paper,B,,,,
PHY102,Which capacitor has the least value of breakdown voltage?,Mica,Paper,Ceramic,Electrolytic,D,,,,
PHY102,The breakdown voltage for paper capacitors is usually,20 to 60 volts,200 to 1600 volts,2000 to 30000 volts,more than 10000 volts,B,,,,
PHY102,Dielectric constant for mica is nearly,200,100,3 to 8,1 to 2,C,,,,
PHY102,The value of dielectric constant for vacuum is taken as,zero,1,4,10,B,,,,
PHY102,Which capacitor is marked for polarity?,Air,Paper,Mica,Electrolytic,D,,,,
