course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CSC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to read input from the keyboard?,INPUT,READ,LET,PRINT,A,,,,
CSC102,What is the purpose of the decision symbol in a flowchart?,Show input/output,Show process,Show decision point,Show direction,C,,,,
CSC102,Which generation of computers introduced microprocessors?,Second,Third,Fourth,Fifth,C,,,,
CSC102,What does the BASIC function COS return?,Cosine of an angle,String length,Absolute value,Logarithm,A,,,,
CSC102,Which BASIC statement is used to assign a string to a variable?,LET,INPUT,READ,LINE INPUT,D,,,,
CSC102,What is the role of the secondary storage management in an operating system?,Manage processes,Manage memory,Manage disk storage,Manage devices,C,,,,
CSC102,Which component is NOT part of the inside of a system unit?,Keyboard,Battery,CPU,RAM Chips,A,,,,
CSC102,What is the role of the RAM chips in a system unit?,Store permanent data,Store temporary data,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to create a remark?,REM,CLS,LET,INPUT,A,,,,
CSC102,What is the purpose of the GOTO statement in BASIC?,Conditional branching,Unconditional branching,Looping,Input reading,B,,,,
CSC102,Which generation of computers introduced magnetic cores?,First,Second,Third,Fourth,B,,,,
CSC102,What does the BASIC function STR$ do?,Returns string length,Converts number to string,Returns ASCII code,Returns substring,B,,,,
CSC102,Which BASIC statement is used to read values from a DATA statement?,INPUT,READ,LET,PRINT,B,,,,
CSC102,What is the role of the file management in an operating system?,Manage processes,Manage memory,Manage files,Manage devices,C,,,,
CSC102,Which BASIC loop structure uses the UNTIL keyword?,FOR...NEXT,WHILE...WEND,DO...LOOP,IF...THEN,C,,,,
CTC102,What is the purpose of the serial port in a system unit?,Connect peripherals,Enhance graphics,Store data,Cool the system,A,,,,
CSC102,Which BASIC statement is used to display formatted output?,PRINT,PRINT USING,INPUT,LET,B,,,,
CSC102,What is the role of the protection system in an operating system?,Manage memory,Secure resources,Store files,Connect devices,B,,,,
CSC102,Which component is part of the front of a system unit?,Power button,USB port,Network adapter,Monitor port,A,,,,
CSC102,What is the purpose of the WHILE...WEND statement in BASIC?,Conditional branching,Unconditional branching,Conditional looping,Input reading,C,,,,
CSC102,Which BASIC function returns the length of a string?,LEN,ABS,SIN,LOG,A,,,,
CSC102,What is the role of the reset button on a system unit?,Increase speed,Restart the system,Connect peripherals,Cool the system,B,,,,
CSC102,Which generation of computers introduced the hypercube architecture?,Fourth,Fifth,Sixth,Third,B,,,,
CSC102,What does the BASIC statement LOCATE do?,Clears the screen,Moves cursor position,Reads input,Assigns values,B,,,,
CSC102,Which component connects the motherboard to external devices?,Expansion slots,CPU,RAM Chips,Battery,A,,,,
CSC102,What is the purpose of the decision table’s action stub?,List conditions,List actions,Show flow,Debug code,B,,,,
CSC102,Which BASIC statement is used to declare an array?,DIM,LET,INPUT,PRINT,A,,,,
CSC102,What is the role of the math coprocessor in a system unit?,Enhance graphics,Speed up calculations,Store data,Connect peripherals,B,,,,
CSC102,Which generation of computers introduced the C language?,Second,Third,Fourth,Fifth,B,,,,
CSC102,What is the purpose of the INPUT statement in BASIC?,Display output,Read user input,Assign constants,Control loops,B,,,,
CSC102,Which BASIC function returns a substring from a string?,LEN,CHR$,MID$,STR$,C,,,,
CSC102,What is the role of the command interpreter in an operating system?,Manage memory,Execute user commands,Control devices,Store files,B,,,,
CSC102,Which component is NOT an input device?,Keyboard,Mouse,Monitor,Scanner,C,,,,
CSC102,What is the purpose of the TAB statement in BASIC?,Clear the screen,Move cursor to a column,Read input,Assign values,B,,,,
CSC102,Which generation of computers used vacuum tubes?,First,Second,Third,Fourth,A,,,,
CSC102,What does the BASIC function LOG return?,Logarithm,String length,Absolute value,Sine value,A,,,,
CSC102,Which BASIC statement is used to create a conditional loop?,FOR...NEXT,IF...THEN,WHILE...WEND,PRINT,C,,,,
CSC102,What is the role of the battery in a system unit?,Power the CPU,Maintain system settings,Connect peripherals,Cool the system,B,,,,
CSC102,Which BASIC statement is used to read a line of string input?,INPUT,LINE INPUT,READ,PRINT,B,,,,
CSC102,What is the purpose of the flowchart’s oval symbol?,Show decision,Show process,Show start/stop,Show direction,C,,,,
CSC102,Which component is part of the inside of a system unit?,Battery,Keyboard,Monitor,Printer,A,,,,
CSC102,What is the role of the disk drive controller card?,Manage disk operations,Enhance graphics,Connect peripherals,Run programs,A,,,,
CSC102,Which BASIC statement is used to terminate program execution?,END,GOTO,EXIT,STOP,A,,,,
CSC102,What is the purpose of the relational operators in BASIC?,Perform calculations,Compare values,Control loops,Display output,B,,,,
CSC102,Which generation of computers introduced parallel processing?,Third,Fourth,Fifth,Sixth,C,,,,
CSC102,What does the BASIC function CHR$ return?,String length,One-character string,Substring,Logarithm,B,,,,
CSC102,Which BASIC statement is used to implement a conditional loop?,FOR...NEXT,IF...THEN,DO...LOOP,PRINT,C,,,,
CSC102,What is the role of the network adapter in a system unit?,Connect to networks,Enhance graphics,Store data,Cool the system,A,,,,
